,res_code,area,res_name_raw,res_name_edited,sex,individual,group_2,group_3,group_4,year
334,925,ROW,French Std,"Standard,French House",f,578,438,438,370,2018
335,926,ROW,Grov Prm,"Premium,Grove",f,,,,,2018
336,927,ROW,Grov Std,"Standard,Grove",f,680,647,647,638,2018
337,996,ROW,Hammarsk,"Any,Hammarskjold",f,1771,900,768,482,2018
338,996,ROW,"Hammarsk (ethnic,I)","Any,Hammarskjold",f,1732,751,283,,2018
339,937,ROW,HausMitPrm,"Premium,Haus Mitteleuropa",f,,,,,2018
340,938,ROW,HausMitStd,"Standard,Haus Mitteleuropa",f,703,622,622,594,2018
341,939,ROW,ItalianPrm,"Premium,La Casa Italiana",f,18,,,,2018
342,940,ROW,ItalianStd,"Standard,La Casa Italiana",f,258,240,240,212,2018
343,941,ROW,Jerry Prm,"Premium,Jerry",f,351,351,351,351,2018
344,976,ROW,Kairos,"Any,Kairos",f,1461,1246,1009,1009,2018
345,907,ROW,LwRwSelfOp,"Any,Lower Row Self Op",f,585,567,542,536,2018
346,946,ROW,Mars Prm,"Premium,Mars",f,,,,,2018
347,947,ROW,Mars Std,"Standard,Mars",f,473,473,414,414,2018
348,978,ROW,Muwekma,"Any,Muwekma",f,,,,,2018
349,978,ROW,"Muwekma (ethnic,N)","Any,Muwekma",f,,,,,2018
350,948,ROW,Narnia Prm,"Premium,Narnia",f,491,444,444,421,2018
351,949,ROW,Narnia Std,"Standard,Narnia",f,,,,,2018
352,951,ROW,Phi Sg Prm,"Premium,Phi Sigma",f,,,,,2018
353,952,ROW,Phi Sg Std,"Standard,Phi Sigma",f,633,633,633,633,2018
354,943,ROW,Pluto Prm,"Premium,Pluto",f,,,,,2018
355,944,ROW,Pluto Std,"Standard,Pluto",f,1350,1191,1191,1191,2018
356,953,ROW,Roth Prm,"Premium,Roth",f,275,135,129,129,2018
357,954,ROW,Roth Std,"Standard,Roth",f,1510,1415,1415,1362,2018
358,956,ROW,SlavDomPrm,"Premium,Slavianskii Dom",f,,,,,2018
359,957,ROW,SlavDomStd,"Standard,Slavianskii Dom",f,883,772,772,736,2018
360,993,ROW,Storey,"Any,Storey",f,483,483,471,471,2018
361,997,ROW,Synergy,"Any,Synergy",f,979,923,882,789,2018
362,977,ROW,Terra,"Any,Terra",f,2811,2349,2335,2335,2018
363,921,ROW,UpRwSelfOp,"Any,Upper Row Self Op",f,1510,1415,1415,1362,2018
364,998,ROW,Xanadu Prm,"Premium,Xanadu",f,124,99,81,72,2018
365,999,ROW,Xanadu Std,"Standard,Xanadu",f,567,468,468,458,2018
366,994,ROW,ZAP,"Any,ZAP",f,1061,1061,983,983,2018
367,426,STN,Zapata,"Any,Zapata",f,1939,1939,1918,1878,2018
368,426,STN,"Zapata (ethnic,C)","Any,Zapata",f,1869,1459,1345,1345,2018
369,33,TOY,Any Toyon,"Any,Toyon",f,1606,1443,1443,1443,2018
370,292,TOY,Toy1rmDbl,"1 Room Double,Toyon",f,1392,1392,1312,1312,2018
371,291,TOY,Toy1rmSgl,"1 Room Single,Toyon",f,,,,,2018
372,294,TOY,Toy2rmDbl,"2 Room Double,Toyon",f,1316,1263,1263,1260,2018
373,295,TOY,ToyonQuad,"Quad,Toyon",f,1606,1443,1443,1443,2018
374,293,TOY,ToyonTrp,"Triple,Toyon",f,1606,1443,1443,1443,2018
375,741,WIL,Any Trancos,"Any,Trancos",f,2820,2817,2817,2817,2018
376,736,WIL,Okada,"Any,Okada",f,2018,2018,2010,2010,2018
377,736,WIL,"Okada (ethnic,A)","Any,Okada",f,2674,2600,2075,1970,2018
378,744,WIL,Trancos1rmDbl,"1 Room Double,Trancos",f,2820,2817,2817,2817,2018
379,743,WIL,Trancos1rmSgl,"1 Room Single,Trancos",f,,,,,2018
380,31,BRN,Any Branner,"Any,Branner",m,1405,1405,1349,1349,2017
381,281,BRN,Bran1rmSgl,"1 Room Single,Branner",m,209,194,156,146,2017
382,282,BRN,Bran1rmDbl,"1 Room Double,Branner",m,1349,1349,1054,1054,2017
383,283,BRN,BrannerTrp,"Triple,Branner",m,1405,1405,1349,,2017
384,284,BRN,Bran2rmDbl,"2 Room Double,Branner",m,1269,1269,1265,1261,2017
385,309,CRO,Any Cro,"Any,Crothers",m,2939,2924,2924,2924,2017
386,319,CRO,Cro1rmSgl,"1 Room Single,Crothers",m,1258,1258,1253,1186,2017
387,329,CRO,Cro1rmDbl,"1 Room Double,Crothers",m,2939,2924,2924,2924,2017
388,6,DRW,Any Res,"Any,Residence",m,2939,,,,2017
389,1,DRW,Any Dorm,"Any,Dorm",m,2939,2924,2924,2924,2017
390,2,DRW,Any East,"Any,East Campus",m,2939,2924,2924,2924,2017
391,3,DRW,Any West,"Any,West Campus",m,2851,2834,2834,2805,2017
392,7,DRW,Any CCTH,"Any,CCTH",m,2939,2929,2929,2929,2017
393,60,FM,Any FloMo,"Any,FloMo",m,2805,2786,2775,2775,2017
394,397,FM,Any E FloMo,"Any,East FloMo",m,2684,2684,2684,2684,2017
395,61,FM,Alondra,"Any,Alondra",m,,,,,2017
396,62,FM,Any Cardenal,"Any,Cardenal",m,2684,2684,2684,2675,2017
397,398,FM,Card1rmSgl,"1 Room Single,Cardenal",m,,,,,2017
398,399,FM,Card1rmDbl,"1 Room Double,Cardenal",m,2684,2684,2684,2675,2017
399,63,FM,Any Faisan,"Any,Faisan",m,2684,2550,2510,2510,2017
400,401,FM,Fais1rmSgl,"1 Room Single,Faisan",m,504,,,,2017
401,402,FM,Fais1rmDbl,"1 Room Double,Faisan",m,2684,2550,2510,2510,2017
402,415,FM,Any W FloMo,"Any,West FloMo",m,2805,2786,2775,2775,2017
403,65,FM,Any Loro,"Any,Loro",m,2805,2786,2736,2736,2017
404,405,FM,Loro1rmSgl,"1 Room Single,Loro",m,268,,,,2017
405,406,FM,Loro1rmDbl,"1 Room Double,Loro",m,2805,2786,2736,2736,2017
406,66,FM,Any Mirlo,"Any,Mirlo",m,2545,2545,2545,2545,2017
407,407,FM,Mrlo1rmSgl,"1 Room Single,Mirlo",m,,,,,2017
408,408,FM,Mrlo1rmDbl,"1 Room Double,Mirlo",m,2545,2545,2545,2545,2017
409,67,FM,Any Paloma,"Any,Paloma",m,2805,2786,2775,2775,2017
410,409,FM,Palo1rmSgl,"1 Room Single,Paloma",m,,,,,2017
411,410,FM,Palo1rmDbl,"1 Room Double,Paloma",m,2805,2786,2775,2775,2017
412,64,FM,Any Gavilan,"Any,Gavilan",m,2819,2819,2158,2158,2017
413,403,FM,Gav1rmSgl,"1 Room Single,Gavilan",m,962,,,,2017
414,404,FM,Gav1rmDbl,"1 Room Double,Gavilan",m,2819,2819,2158,2158,2017
415,450,GC,Any Gov Co,"Any,Gov Co",m,2851,2834,2834,2805,2017
416,81,GC,Any EAST,"Any,EAST",m,2577,2577,2577,2577,2017
417,441,GC,EAST1rmSgl,"1 Room Single,EAST",m,,,,,2017
418,442,GC,EAST1rmDbl,"1 Room Double,EAST",m,2577,2577,2577,2577,2017
419,443,GC,EASTTrp,"Triple,EAST",m,,,,,2017
420,444,GC,EAST2rmDbl,"2 Room Double,EAST",m,1487,1487,1484,1369,2017
421,82,GC,Any Murray,"Any,Murray",m,1915,1915,1843,1843,2017
422,451,GC,Murr1rmSgl,"1 Room Single,Murray",m,,,,,2017
423,452,GC,Murr1rmDbl,"1 Room Double,Murray",m,1915,1915,1843,1843,2017
424,454,GC,Murr2rmDbl,"2 Room Double,Murray",m,,,,,2017
425,83,GC,Any Yost,"Any,Yost",m,2851,2834,2834,2805,2017
426,461,GC,Yost1rmSgl,"1 Room Single,Yost",m,501,451,199,20,2017
427,462,GC,Yost1rmDbl,"1 Room Double,Yost",m,2851,2834,2834,2805,2017
428,464,GC,Yost2rmDbl,"2 Room Double,Yost",m,1345,1324,1324,1324,2017
429,87,GC,Any Suites,"Any,Suites",m,1923,1923,1923,1771,2017
430,84,GC,Suites 4,"4-room,Suites",m,1431,549,549,549,2017
431,86,GC,Suites 6,"6-room,Suites 6",m,1923,1923,1923,1771,2017
432,90,GC,Any SterQuad,"Any,SterQuad",m,2657,2657,2657,2374,2017
433,92,GC,Any Potter,"Any,Potter",m,2657,2657,2657,2175,2017
434,471,GC,Pott1rmSgl,"1 Room Single,Potter",m,844,,,,2017
435,472,GC,Pott1rmDbl,"1 Room Double,Potter",m,1121,,,,2017
436,473,GC,PotterTrp,"Triple,Potter",m,2657,2657,2657,,2017
437,474,GC,Pott2rmDbl,"2 Room Double,Potter",m,2175,2140,2086,2030,2017
438,93,GC,Any Robinson,"Any,Robinson",m,2374,2374,2348,2343,2017
439,481,GC,Robn1rmSgl,"1 Room Single,Robinson",m,1063,288,198,,2017
440,482,GC,Robn1rmDbl,"1 Room Double,Robinson",m,2374,2374,2348,1831,2017
441,484,GC,Robn2rmDbl,"2 Room Double,Robinson",m,2343,2343,2334,2334,2017
442,95,GC,FroSoCo,"Any,FroSoCo",m,1590,,,,2017
443,85,GC,Jenkins,",Outdoor House",m,759,733,721,721,2017
444,42,HOP,Belden,,m,,,,,2017
445,50,LAG,Any Lag,"Any,Lagunita",m,2095,1993,1993,1981,2017
446,51,LAG,Any Adelfa,"Any,Adelfa",m,1426,1426,1217,1141,2017
447,433,LAG,Adel1rmSgl,"1 Room Single,Adelfa",m,192,192,,,2017
448,434,LAG,Adel1rmDbl,"1 Room Double,Adelfa",m,1426,1426,1217,1141,2017
449,52,LAG,Any Eucalipto,"Any,Eucalipto",m,2095,1993,1993,1800,2017
450,54,LAG,Euc 1rmDbl,"1 Room Double,Eucalipto",m,1993,1993,1800,1334,2017
451,430,LAG,Gran Trpl,"Triple,Granada",m,1394,1394,1394,,2017
452,438,LAG,Euc1rmSgl,"1 Room Single,Eucalipto",m,712,712,628,543,2017
453,439,LAG,Euc Trpl,"Triple,Eucalipto",m,2095,1576,1576,,2017
454,53,LAG,Any Granada,"Any,Granada",m,2095,1849,617,,2017
455,436,LAG,Gran1rmSgl,"1 Room Single,Granada",m,617,,,,2017
456,437,LAG,Gran1rmDbl,"1 Room Double,Granada",m,2095,1849,,,2017
457,55,LAG,Any Naranja,"Any,Naranja",m,1926,1429,1429,714,2017
458,431,LAG,Nrja1rmSgl,"1 Room Single,Naranja",m,714,668,668,509,2017
459,432,LAG,Nrja1rmDbl,"1 Room Double,Naranja",m,1926,1429,1429,,2017
460,491,LAG,Meier1rmSgl,"1 Room Single,Meier",m,1,,,,2017
461,493,LAG,Meier2rmDbl,"2 Room Double,Meier",m,898,898,898,898,2017
462,496,LAG,Norcliffe1rmSgl,"1 Room Single,Norcliffe",m,225,173,148,148,2017
463,498,LAG,Norcliffe2rmDbl,"2 Room Double,Norcliffe",m,809,809,809,662,2017
464,492,LAG,Meier1rmDbl,"1 Room Double,Meier",m,,,,,2017
465,497,LAG,Norcliffe1rmDbl,,m,,,,,2017
466,57,LAG,Ujamaa,"Any,Ujamaa",m,999,802,749,652,2017
467,57,LAG,"Ujamaa (ethnic,B)","Any,Ujamaa",m,1258,1245,903,877,2017
468,200,MAN,Any Manz,"Any,Gerhard Casper Quad",m,1760,1760,1760,1760,2017
469,201,MAN,Any Kimball,"Any,Kimball",m,1682,1682,1682,1682,2017
470,261,MAN,Kim1rmSgl,"1 Room Single,Kimball",m,737,570,540,511,2017
471,262,MAN,Kim1rmDbl,"1 Room Double,Kimball",m,1682,1682,1682,1682,2017
472,263,MAN,KimballTrp,"Triple,Kimball",m,,,,,2017
473,264,MAN,Kim2rmDbl,"2 Room Double,Kimball",m,1579,1552,1515,1494,2017
474,265,MAN,KimQuad,"Quad,Kimball",m,1354,1354,1354,1354,2017
475,202,MAN,Any Lantana,"Any,Lantana",m,1760,1609,1609,1609,2017
476,211,MAN,Lant1rmSgl,"1 Room Single,Lantana",m,820,655,591,250,2017
477,212,MAN,Lant1rmDbl,"1 Room Double,Lantana",m,1609,1609,1609,1567,2017
478,213,MAN,LantanaTrp,"Triple,LantanaTrpana",m,1760,1532,1532,,2017
479,214,MAN,Lant2rmDbl,"2 Room Double,Lantana",m,1479,1479,1479,1479,2017
480,203,MAN,Any Castano,"Any,Castano",m,1760,1760,1760,1760,2017
481,251,MAN,Cast1rmSgl,"1 Room Single,Castano",m,823,812,810,579,2017
482,252,MAN,Cast1rmDbl,"1 Room Double,Castano",m,1760,1760,1760,1760,2017
483,253,MAN,CastanoTrp,"Triple,Castano",m,1760,1760,1760,,2017
484,254,MAN,Cast2rmDbl,"2 Room Double,Castano",m,1599,1599,1599,1599,2017
485,255,MAN,Humanities,"Any,Humanities House",m,1287,1287,1287,1287,2017
486,19,MIR,Any Mirr,"Any,Mirrielees",m,10,10,,,2017
487,102,MIR,Mirr2brDbl,"Double,Mirrielees",m,10,,,,2017
488,103,MIR,Mirr3brTrp,"Triple,Mirrielees",m,10,,,,2017
489,350,MIR,MirSubFree,"Substance Free Housing,Mirrielees",m,,,,,2017
490,32,ROB,Any Roble,"Any,Roble",m,1989,1989,1989,1984,2017
491,411,ROB,Robl1rmSgl,"1 Room Single,Roble",m,1105,1105,1074,1027,2017
492,412,ROB,Robl1rmDbl,"1 Room Double,Roble",m,1956,1862,1862,1792,2017
493,413,ROB,RobleTrp,"Triple,Roble",m,1989,1989,1989,1984,2017
494,414,ROB,Robl2rmDbl,"2 Room Double,Roble",m,1018,1018,,,2017
495,978,ROW,Muwekma,"Any,Muwekma",m,1167,1167,853,218,2017
496,978,ROW,"Muwekma (ethnic,N)","Any,Muwekma",m,1562,1562,,,2017
497,920,ROW,Any SelfOp,"Any,Self Op",m,1251,1173,1103,1051,2017
498,907,ROW,LwRwSelfOp,"Any,Lower Row Self Op",m,835,835,756,723,2017
499,922,ROW,Any 680Lomita,"Any,680 Lomita",m,605,605,494,494,2017
500,908,ROW,680Lom Prm,"Premium,680 Lomita",m,494,494,487,487,2017
501,909,ROW,680Lom Std,"Standard,680 Lomita",m,605,605,,,2017
502,930,ROW,Any Xanadu,"Any,Xanadu",m,571,571,550,550,2017
503,998,ROW,Xanadu Prm,"Premium,Xanadu",m,145,95,80,80,2017
504,999,ROW,Xanadu Std,"Standard,Xanadu",m,571,571,550,550,2017
505,965,ROW,Any Italian,"Any,La Casa Italiana",m,324,287,149,149,2017
506,939,ROW,ItalianPrm,"Premium,La Casa Italiana",m,63,63,63,59,2017
507,940,ROW,ItalianStd,"Standard,La Casa Italiana",m,324,287,149,149,2017
508,986,ROW,Any BOB,"Any,BOB",m,409,329,320,260,2017
509,912,ROW,BOB Prm,"Premium,BOB",m,170,110,100,100,2017
510,913,ROW,BOB Std,"Standard,BOB",m,409,329,320,260,2017
511,990,ROW,Any Mars,"Any,Mars",m,756,687,648,609,2017
512,946,ROW,Mars Prm,"Premium,Mars",m,29,,,,2017
513,947,ROW,Mars Std,"Standard,Mars",m,756,687,648,609,2017
514,993,ROW,Storey,"Any,Storey",m,835,835,723,723,2017
515,921,ROW,UpRwSelfOp,"Any,Upper Row Self Op",m,1251,1173,1103,1051,2017
516,901,ROW,Any Roth,"Any,Roth",m,,,,,2017
517,953,ROW,Roth Prm,"Premium,Roth",m,,,,,2017
518,954,ROW,Roth Std,"Standard,Roth",m,,,,,2017
519,955,ROW,Any 717Dolores,,m,1251,1173,1103,1051,2017
520,910,ROW,717Dol Prm,,m,,,,,2017
521,911,ROW,717Dol Std,,m,1251,1173,1103,1051,2017
522,964,ROW,Any HausMit,"Any,Haus Mitteleuropa",m,665,637,627,610,2017
523,937,ROW,HausMitPrm,"Premium,Haus Mitteleuropa",m,,,,,2017
524,938,ROW,HausMitStd,"Standard,Haus Mitteleuropa",m,665,637,627,610,2017
525,966,ROW,Any French,"Any,French House",m,532,465,465,376,2017
526,924,ROW,French Prm,"Premium,French House",m,,,,,2017
527,925,ROW,French Std,"Standard,French House",m,532,465,465,376,2017
528,968,ROW,Any PhiSig,"Any,Phi Sigma",m,895,895,836,800,2017
529,951,ROW,Phi Sg Prm,"Premium,Phi Sigma",m,201,,,,2017
530,952,ROW,Phi Sg Std,"Standard,Phi Sigma",m,895,895,836,800,2017
531,970,ROW,Any Durand,"Any,Durand",m,981,981,977,977,2017
532,916,ROW,Durand Prm,"Premium,Durand",m,,,,,2017
533,917,ROW,Durand Std,"Standard,Durand",m,981,981,977,977,2017
534,979,ROW,Any SlavDom,"Any,Slavianskii Dom",m,926,858,821,821,2017
535,956,ROW,SlavDomPrm,"Premium,Slavianskii Dom",m,200,200,124,,2017
536,957,ROW,SlavDomStd,"Standard,Slavianskii Dom",m,926,858,821,821,2017
537,987,ROW,Any Grove,"Any,Grove",m,961,932,932,931,2017
538,926,ROW,Grov Prm,"Premium,Grove",m,,,,,2017
539,927,ROW,Grov Std,"Standard,Grove",m,961,932,932,931,2017
540,923,ROW,Any SelfOpLake,"Any,Self Op Lake",m,634,634,630,630,2017
541,941,ROW,Jerry Prm,"Premium,Jerry",m,486,418,418,405,2017
542,960,ROW,Any Narnia,"Any,Narnia",m,634,634,630,630,2017
543,948,ROW,Narnia Prm,"Premium,Narnia",m,634,634,630,630,2017
544,949,ROW,Narnia Std,"Standard,Narnia",m,,,,,2017
545,994,ROW,ZAP,"Any,ZAP",m,908,908,878,878,2017
546,800,ROW,Greek,,m,,,,,2017
547,976,ROW,Kairos,"Any,Kairos",m,946,946,914,914,2017
548,977,ROW,Terra,"Any,Terra",m,2888,2885,2856,2788,2017
549,981,ROW,576Alvarado,"Any,576 Alvarado",m,1028,919,840,694,2017
550,983,ROW,Columbae,"Any,Columbae",m,1538,1337,1242,966,2017
551,985,ROW,EBF,"Any,EBF",m,874,741,740,740,2017
552,996,ROW,Hammarsk,"Any,Hammarskjold",m,1224,1139,957,943,2017
553,996,ROW,"Hammarsk (ethnic,I)","Any,Hammarskjold",m,1911,986,801,322,2017
554,997,ROW,Synergy,"Any,Synergy",m,948,918,918,883,2017
555,426,STN,Zapata,"Any,Zapata",m,2939,2929,2929,2929,2017
556,426,STN,"Zapata (ethnic,C)","Any,Zapata",m,2891,2557,1799,1722,2017
557,33,TOY,Any Toyon,"Any,Toyon",m,1740,1530,1432,1400,2017
558,291,TOY,Toy1rmSgl,"1 Room Single,Toyon",m,,,,,2017
559,292,TOY,Toy1rmDbl,"1 Room Double,Toyon",m,1432,1285,1285,1285,2017
560,293,TOY,ToyonTrp,"Triple,Toyon",m,1740,1530,1400,1400,2017
561,294,TOY,Toy2rmDbl,"2 Room Double,Toyon",m,1247,1247,1247,1247,2017
562,295,TOY,ToyonQuad,"Quad,Toyon",m,,,,,2017
563,736,WIL,Okada,"Any,Okada",m,2939,2929,2929,2779,2017
564,736,WIL,"Okada (ethnic,A)","Any,Okada",m,2864,2569,2224,2159,2017
565,741,WIL,TrancosAny,"Any,Trancos",m,2939,2929,2929,2929,2017
566,743,WIL,Trancos1rmSgl,"1 Room Single,Trancos",m,,,,,2017
567,744,WIL,Trancos1rmDbl,"1 Room Double,Trancos",m,2939,2929,2929,2929,2017
568,31,BRN,Any Branner,"Any,Branner",f,1526,1256,1256,1175,2017
569,281,BRN,Bran1rmSgl,"1 Room Single,Branner",f,212,188,184,151,2017
570,282,BRN,Bran1rmDbl,"1 Room Double,Branner",f,1526,1256,1256,1175,2017
571,283,BRN,BrannerTrp,"Triple,Branner",f,,,,,2017
572,284,BRN,Bran2rmDbl,"2 Room Double,Branner",f,830,,,,2017
573,309,CRO,Any Cro,"Any,Crothers",f,2900,2897,2860,2860,2017
574,319,CRO,Cro1rmSgl,"1 Room Single,Crothers",f,956,941,939,939,2017
575,329,CRO,Cro1rmDbl,"1 Room Double,Crothers",f,2900,2897,2860,2860,2017
576,6,DRW,Any Res,"Any,Residence",f,2935,,,,2017
577,1,DRW,Any Dorm,"Any,Dorm",f,2935,2916,2909,2909,2017
578,2,DRW,Any East,"Any,East Campus",f,2900,2897,2860,2860,2017
579,3,DRW,Any West,"Any,West Campus",f,2935,2916,2909,2909,2017
580,7,DRW,Any CCTH,"Any,CCTH",f,2935,2916,2909,2909,2017
581,60,FM,Any FloMo,"Any,FloMo",f,2658,2641,2641,2616,2017
582,397,FM,Any E FloMo,"Any,East FloMo",f,2658,2641,2641,2616,2017
583,61,FM,Alondra,"Any,Alondra",f,,,,,2017
584,62,FM,Any Cardenal,"Any,Cardenal",f,2616,2616,2605,2605,2017
585,398,FM,Card1rmSgl,"1 Room Single,Cardenal",f,,,,,2017
586,399,FM,Card1rmDbl,"1 Room Double,Cardenal",f,2616,2616,2605,2605,2017
587,63,FM,Any Faisan,"Any,Faisan",f,2658,2641,2641,2616,2017
588,401,FM,Fais1rmSgl,"1 Room Single,Faisan",f,831,817,504,,2017
589,402,FM,Fais1rmDbl,"1 Room Double,Faisan",f,2658,2641,2641,2616,2017
590,415,FM,Any W FloMo,"Any,West FloMo",f,2509,2494,2494,2494,2017
591,65,FM,Any Loro,"Any,Loro",f,2509,2387,2387,2387,2017
592,405,FM,Loro1rmSgl,"1 Room Single,Loro",f,,,,,2017
593,406,FM,Loro1rmDbl,"1 Room Double,Loro",f,2509,2387,2387,2387,2017
594,66,FM,Any Mirlo,"Any,Mirlo",f,1999,1568,1568,1568,2017
595,407,FM,Mrlo1rmSgl,"1 Room Single,Mirlo",f,730,,,,2017
596,408,FM,Mrlo1rmDbl,"1 Room Double,Mirlo",f,1999,1568,1568,1568,2017
597,67,FM,Any Paloma,"Any,Paloma",f,2509,2494,2494,2494,2017
598,409,FM,Palo1rmSgl,"1 Room Single,Paloma",f,,,,,2017
599,410,FM,Palo1rmDbl,"1 Room Double,Paloma",f,2509,2494,2494,2494,2017
600,64,FM,Any Gavilan,"Any,Gavilan",f,2566,2540,2540,2340,2017
601,403,FM,Gav1rmSgl,"1 Room Single,Gavilan",f,,,,,2017
602,404,FM,Gav1rmDbl,"1 Room Double,Gavilan",f,2566,2540,2540,2340,2017
603,450,GC,Any Gov Co,"Any,Gov Co",f,2935,2916,2909,2909,2017
604,81,GC,Any EAST,"Any,EAST",f,2475,2392,2392,2392,2017
605,441,GC,EAST1rmSgl,"1 Room Single,EAST",f,,,,,2017
606,442,GC,EAST1rmDbl,"1 Room Double,EAST",f,2475,2392,2392,2392,2017
607,443,GC,EASTTrp,"Triple,EAST",f,,,,,2017
608,444,GC,EAST2rmDbl,"2 Room Double,EAST",f,1629,1598,1574,1378,2017
609,82,GC,Any Murray,"Any,Murray",f,2678,2678,2586,2199,2017
610,451,GC,Murr1rmSgl,"1 Room Single,Murray",f,752,,,,2017
611,452,GC,Murr1rmDbl,"1 Room Double,Murray",f,2678,2678,2586,2199,2017
612,454,GC,Murr2rmDbl,"2 Room Double,Murray",f,1363,1351,1348,1348,2017
613,83,GC,Any Yost,"Any,Yost",f,1881,1240,1240,1240,2017
614,461,GC,Yost1rmSgl,"1 Room Single,Yost",f,758,488,399,,2017
615,462,GC,Yost1rmDbl,"1 Room Double,Yost",f,1881,1240,1240,1240,2017
616,464,GC,Yost2rmDbl,"2 Room Double,Yost",f,1046,1046,803,,2017
617,87,GC,Any Suites,"Any,Suites",f,1277,1143,963,963,2017
618,84,GC,Suites 4,"4-room,Suites",f,1143,837,585,1431,2017
619,86,GC,Suites 6,"6-room,Suites 6",f,1277,963,963,2718,2017
620,90,GC,Any SterQuad,"Any,SterQuad",f,2935,2916,2909,2909,2017
621,92,GC,Any Potter,"Any,Potter",f,2935,2916,2909,2909,2017
622,471,GC,Pott1rmSgl,"1 Room Single,Potter",f,964,890,867,850,2017
623,472,GC,Pott1rmDbl,"1 Room Double,Potter",f,2935,2916,2909,2909,2017
624,473,GC,PotterTrp,"Triple,Potter",f,,,,,2017
625,474,GC,Pott2rmDbl,"2 Room Double,Potter",f,2201,2201,2101,2101,2017
626,93,GC,Any Robinson,"Any,Robinson",f,2935,2916,2909,2909,2017
627,481,GC,Robn1rmSgl,"1 Room Single,Robinson",f,947,947,,,2017
628,482,GC,Robn1rmDbl,"1 Room Double,Robinson",f,2935,2916,2909,2909,2017
629,484,GC,Robn2rmDbl,"2 Room Double,Robinson",f,2414,2337,2337,2337,2017
630,95,GC,FroSoCo,"Any,FroSoCo",f,2935,2916,1631,,2017
631,85,GC,Jenkins,",Outdoor House",f,976,921,841,618,2017
632,50,LAG,Any Lag,"Any,Lagunita",f,1885,1717,1699,1697,2017
633,51,LAG,Any Adelfa,"Any,Adelfa",f,1435,1435,1426,1426,2017
634,433,LAG,Adel1rmSgl,"1 Room Single,Adelfa",f,672,671,670,645,2017
635,434,LAG,Adel1rmDbl,"1 Room Double,Adelfa",f,1435,1435,1426,1426,2017
636,52,LAG,Any Eucalipto,"Any,Eucalipto",f,1885,1717,1699,1394,2017
637,54,LAG,Euc 1rmDbl,"1 Room Double,Eucalipto",f,1717,1699,1334,1334,2017
638,430,LAG,Gran Trpl,"Triple,Granada",f,1885,1394,1394,,2017
639,438,LAG,Euc1rmSgl,"1 Room Single,Eucalipto",f,704,704,704,704,2017
640,439,LAG,Euc Trpl,"Triple,Eucalipto",f,,,,,2017
641,53,LAG,Any Granada,"Any,Granada",f,1697,1697,,,2017
642,436,LAG,Gran1rmSgl,"1 Room Single,Granada",f,,,,,2017
643,437,LAG,Gran1rmDbl,"1 Room Double,Granada",f,1697,1697,,,2017
644,55,LAG,Any Naranja,"Any,Naranja",f,574,568,527,493,2017
645,431,LAG,Nrja1rmSgl,"1 Room Single,Naranja",f,574,568,527,493,2017
646,432,LAG,Nrja1rmDbl,"1 Room Double,Naranja",f,,,,,2017
647,491,LAG,Meier1rmSgl,"1 Room Single,Meier",f,360,335,279,246,2017
648,493,LAG,Meier2rmDbl,"2 Room Double,Meier",f,747,747,520,520,2017
649,496,LAG,Norcliffe1rmSgl,"1 Room Single,Norcliffe",f,524,497,475,456,2017
650,498,LAG,Norcliffe2rmDbl,"2 Room Double,Norcliffe",f,1244,1244,1192,1192,2017
651,492,LAG,Meier1rmDbl,"1 Room Double,Meier",f,,,,,2017
652,57,LAG,Ujamaa,"Any,Ujamaa",f,,,,,2017
653,57,LAG,"Ujamaa (ethnic,B)","Any,Ujamaa",f,425,107,,,2017
654,200,MAN,Any Manz,"Any,Gerhard Casper Quad",f,1971,1869,1869,1869,2017
655,201,MAN,Any Kimball,"Any,Kimball",f,1861,1861,1745,1745,2017
656,261,MAN,Kim1rmSgl,"1 Room Single,Kimball",f,635,635,586,570,2017
657,262,MAN,Kim1rmDbl,"1 Room Double,Kimball",f,1698,1698,1698,1698,2017
658,263,MAN,KimballTrp,"Triple,Kimball",f,1403,1403,1403,,2017
659,264,MAN,Kim2rmDbl,"2 Room Double,Kimball",f,1434,1434,1434,1434,2017
660,265,MAN,KimQuad,"Quad,Kimball",f,1861,1861,1745,1745,2017
661,202,MAN,Any Lantana,"Any,Lantana",f,1849,1849,1845,1845,2017
662,211,MAN,Lant1rmSgl,"1 Room Single,Lantana",f,614,591,,,2017
663,212,MAN,Lant1rmDbl,"1 Room Double,Lantana",f,1849,1849,1845,1845,2017
664,213,MAN,LantanaTrp,"Triple,LantanaTrpana",f,,,,,2017
665,214,MAN,Lant2rmDbl,"2 Room Double,Lantana",f,1560,1544,1544,1542,2017
666,203,MAN,Any Castano,"Any,Castano",f,1971,1869,1869,1869,2017
667,251,MAN,Cast1rmSgl,"1 Room Single,Castano",f,631,442,163,14,2017
668,252,MAN,Cast1rmDbl,"1 Room Double,Castano",f,1971,1869,1869,1869,2017
669,253,MAN,CastanoTrp,"Triple,Castano",f,1869,1869,1869,1667,2017
670,254,MAN,Cast2rmDbl,"2 Room Double,Castano",f,1554,1506,1506,1506,2017
671,255,MAN,Humanities,"Any,Humanities House",f,443,443,298,,2017
672,19,MIR,Any Mirr,"Any,Mirrielees",f,261,261,254,,2017
673,102,MIR,Mirr2brDbl,"Double,Mirrielees",f,261,254,,,2017
